"","X.x","Supplier.Number","accountsPayable","accountsReceivable","bankCashBalances","bankOverdraft","debitOwnedWithinOneYear","financialAssets","fixedAssets","intangibleAssets","otherCurrentAssets","otherCurrentLiabilities","otherEquity","otherTermAssets","otherTermLiabilities","prepayments","retainedEarnings","subscribedCapital","termLoans","totalAssets","totalCurrentAssets","totalCurrentLiabilities","totalInventories","totalLiabilities","totalShareholderEquity","totalTermAssets","totalTermLiabilities","accountPayableAccrualFromCashFlow","capitalExpenditure","changeInInventoriesFromCashFlow","netChangeInCashAndCashEquivalents","netFundingCashFlow","netInvestingCashFlow","unbilledAccountsReceivableRevenueFromCashFlow","currency","financialDate","period","abnormalItems","amortization","companyTaxExpense","costOfGoodsSold","depreciation","earningsBeforeInterestAndTax","grossProfit","interestExpense","interestReceived","investmentIncome","netInvestmentIncome","netProfitAfterTax","netProfitAfterTaxAndMinorityInterests","netProfitBeforeTax","netSurplus","otherIncome","otherInvestmentExpense","otherOperatingExpense","totalOperatingExpense","totalOperatingRevenue","totalStaffCosts","salesRevenue","RRID","id","eqyYear","CHS","FHR","Data.Source","Group","Group.Classification","Parent.ID","X.y","count","USD.to.Other.Currency","X.Other.Currency.to.USD","Inflation.Rate...."
"1256",1255,"520424",NA,NA,105.8,NA,644.8,26.8,545.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.3,3268.6,1656.9,1314.6,NA,2546.4,722.2,NA,NA,NA,NA,NA,NA,795.058,-354.74,NA,"EUR","2024-06-30","Q2",NA,NA,-63.059,NA,NA,-131.831,NA,96.023,13.2,NA,NA,-148.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,2280.512,"DX5lBzJ","2024S1",2024,14,27,"Public","A1","Auto","P318484",63,31,NA,1.0822,"2.90%"
"1257",1256,"520424",NA,NA,258.972,NA,72.049,36.982,483.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,962.849,2952.915,1619.087,913.644,NA,2043.642,909.273,NA,NA,NA,NA,NA,NA,398.662,-302.14,NA,"EUR","2023-12-31","YE",0,NA,15.72,NA,NA,160.024,NA,73.94,10.669,NA,NA,76.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,2661.21,"DX5lBzJ","2023YE",2023,57,55,"Public","A1","Auto","P318484",64,79,NA,1.0821,"4.12%"
"1258",1257,"520424",NA,NA,245.343,NA,62.647,35.826,464.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.555,2675.485,1409.445,981.72,NA,1785.539,889.946,NA,NA,NA,NA,NA,NA,15.301,-309.574,NA,"EUR","2023-06-30","Q2",NA,NA,37.855,NA,NA,239.281,NA,41.598,7.654,NA,NA,155.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,2670.745,"DX5lBzJ","2023S1",2023,74,84,"Public","A1","Auto","P318484",64,79,NA,1.0821,"4.12%"
"1259",1258,"520424",NA,NA,278.738,NA,76.635,34.499,443.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.62,2550.635,1354.79,1010.63,NA,1636.239,914.396,NA,NA,NA,NA,NA,NA,-91.295,-283.125,NA,"EUR","2022-12-31","YE",-0.356,NA,45.28,NA,NA,234.894,NA,19.313,4.023,NA,NA,170.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,2437.2,"DX5lBzJ","2022YE",2022,74,85,"Public","A1","Auto","P318484",65,69,NA,1.0535,"8.00%"
"1260",1259,"520424",NA,NA,191.35,NA,103.837,14.766,365.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.669,2256.838,1219.973,834.197,NA,1447.162,809.676,NA,NA,NA,NA,NA,NA,-57.686,-233.009,NA,"EUR","2022-06-30","Q2",NA,NA,45.791,NA,NA,183.666,NA,13.854,2.326,NA,NA,132.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117.756,"DX5lBzJ","2022S1",2022,73,82,"Public","A1","Auto","P318484",65,69,NA,1.0535,"8.00%"
"1261",1260,"520424",NA,NA,373.509,NA,56.847,15.282,361.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.539,2033.719,1040.905,618.702,NA,1268.168,765.551,NA,NA,NA,NA,NA,NA,-27.621,-195.123,NA,"EUR","2021-12-31","YE",0.009,NA,48.716,NA,NA,193.494,NA,12.858,1.864,NA,NA,142.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,2041.73,"DX5lBzJ","2021YE",2021,74,88,"Public","A1","Auto","P318484",66,44,NA,1.1828,"4.70%"
"1262",1261,"520424",NA,NA,282.317,NA,70.296,12.165,349.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.795,1937.32,983.746,617.111,NA,1211.812,725.508,NA,NA,NA,NA,NA,NA,-119.805,-162.904,NA,"EUR","2021-06-30","Q2",NA,NA,43.422,NA,NA,208.135,NA,12.634,1.667,NA,NA,157.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.414,"DX5lBzJ","2021S1",2021,76,88,"Public","A1","Auto","P318484",66,44,NA,1.1828,"4.70%"
"1263",1262,"520424",NA,NA,218.27,NA,74.594,15.727,356.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.089,1686.034,744.039,450.486,NA,1031.915,654.119,NA,NA,NA,NA,NA,NA,-104.689,-147.009,NA,"EUR","2020-12-31","YE",0,NA,21.369,NA,NA,107.241,NA,15.213,1.629,NA,NA,69.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530.382,"DX5lBzJ","2020YE",2020,64,80,"Public","A1","Auto","P318484",67,37,NA,1.1382,"1.23%"
"1264",1263,"520424",NA,NA,140.009,NA,156.242,13.242,358.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.172,1665.989,741.824,486.707,NA,1076.235,589.754,NA,NA,NA,NA,NA,NA,-55.141,-156.39,NA,"EUR","2020-06-30","Q2",NA,NA,15.422,NA,NA,86.869,NA,16.794,2.637,NA,NA,56.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365.249,"DX5lBzJ","2020S1",2020,62,72,"Public","A1","Auto","P318484",67,37,NA,1.1382,"1.23%"
"1265",1264,"520424",NA,NA,160.864,NA,86.358,13.628,326.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.309,1613.892,736.032,406.602,NA,995.259,618.633,NA,NA,NA,NA,NA,NA,-20.623,-165.735,NA,"EUR","2019-12-31","YE",0,NA,22.124,NA,NA,131.706,NA,16.974,3.026,NA,NA,95.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.135,"DX5lBzJ","2019YE",2019,70,83,"Public","A1","Auto","P318484",68,17,NA,1.1201,"1.81%"
"1266",1265,"504860P",NA,NA,18695,NA,47969,17719,72091,NA,NA,NA,NA,NA,NA,NA,NA,NA,25613,187234,91647,90071,NA,126390,60844,NA,NA,NA,NA,NA,NA,711,-13160,NA,"JPY","2024-06-30","Q1",NA,NA,3229,NA,NA,-13517,NA,NA,NA,NA,NA,-17173,NA,NA,NA,NA,NA,NA,NA,NA,NA,238919,"JOGqQqJ","2025Q1",2025,18,32,"Public","A2","Auto","P785357",40,68,152.9137,0.006539636,NA
"1267",1266,"504860P",NA,NA,18892,NA,44100,17829,67628,NA,NA,NA,NA,NA,NA,NA,NA,NA,27674,181597,89867,88041,NA,126042,55555,NA,NA,NA,NA,NA,NA,1279,-13258,NA,"JPY","2024-03-31","YE",-22690,NA,2689,NA,NA,-18826,NA,1559,201,NA,NA,-22043,NA,NA,NA,NA,NA,NA,NA,NA,NA,232730,"JOGqQqJ","2024YE",2024,15,33,"Public","A2","Auto","P785357",41,300,151.353,0.006607071,"2.90%"
"1268",1267,"504860P",NA,NA,11811,NA,39647,15483,69833,NA,NA,NA,NA,NA,NA,NA,NA,NA,29011,180235,89372,85544,NA,124535,55700,NA,NA,NA,NA,NA,NA,-15,-12474,NA,"JPY","2023-12-31","Q3",NA,NA,2972,NA,NA,-21402,NA,NA,NA,NA,NA,-25021,NA,NA,NA,NA,NA,NA,NA,NA,NA,234075,"JOGqQqJ","2024Q3",2024,18,30,"Public","A2","Auto","P785357",41,300,151.353,0.006607071,"2.90%"
"1269",1268,"504860P",NA,NA,10898,NA,34461,16332,87345,NA,NA,NA,NA,NA,NA,NA,NA,NA,32945,198061,87820,79883,NA,122144,75917,NA,NA,NA,NA,NA,NA,-4917,-13970,NA,"JPY","2023-09-30","Q2",NA,NA,77,NA,NA,-7910,NA,NA,NA,NA,NA,-9029,NA,NA,NA,NA,NA,NA,NA,NA,NA,223032,"JOGqQqJ","2024Q2",2024,15,36,"Public","A2","Auto","P785357",41,300,151.353,0.006607071,"2.90%"
"1270",1269,"504860P",NA,NA,13205,NA,37050,15061,86258,NA,NA,NA,NA,NA,NA,NA,NA,NA,30146,192671,85242,81540,NA,120140,72531,NA,NA,NA,NA,NA,NA,-3702,-14462,NA,"JPY","2023-06-30","Q1",NA,NA,906,NA,NA,-6918,NA,NA,NA,NA,NA,-8963,NA,NA,NA,NA,NA,NA,NA,NA,NA,232598,"JOGqQqJ","2024Q1",2024,16,38,"Public","A2","Auto","P785357",41,300,151.353,0.006607071,"2.90%"
"1271",1270,"504860P",NA,NA,10420,NA,35909,13679,82851,NA,NA,NA,NA,NA,NA,NA,NA,NA,29559,187315,85078,80934,NA,118396,68919,NA,NA,NA,NA,NA,NA,-3508,-15193,NA,"JPY","2023-03-31","YE",-8592,NA,645,NA,NA,-9270,NA,1222,187,NA,NA,-10387,NA,NA,NA,NA,NA,NA,NA,NA,NA,225511,"JOGqQqJ","2023YE",2023,14,36,"Public","A2","Auto","P785357",42,324,140.511,0.007116881,"4.12%"
"1272",1271,"504860P",NA,NA,8454,NA,37111,13168,89922,NA,NA,NA,NA,NA,NA,NA,NA,NA,29327,188469,80577,75990,NA,115770,72699,NA,NA,NA,NA,NA,NA,-121,-16795,NA,"JPY","2022-12-31","Q3",NA,NA,472,NA,NA,-5769,NA,NA,NA,NA,NA,-6193,NA,NA,NA,NA,NA,NA,NA,NA,NA,209169,"JOGqQqJ","2023Q3",2023,15,35,"Public","A2","Auto","P785357",42,324,140.511,0.007116881,"4.12%"
"1273",1272,"504860P",NA,NA,11025,NA,38181,14561,94794,NA,NA,NA,NA,NA,NA,NA,NA,NA,31666,209362,95206,86437,NA,130059,79303,NA,NA,NA,NA,NA,NA,12404,-18784,NA,"JPY","2022-09-30","Q2",NA,NA,1279,NA,NA,-2694,NA,NA,NA,NA,NA,-3672,NA,NA,NA,NA,NA,NA,NA,NA,NA,200710,"JOGqQqJ","2023Q2",2023,18,33,"Public","A2","Auto","P785357",42,324,140.511,0.007116881,"4.12%"
"1274",1273,"504860P",NA,NA,4158,NA,36098,14442,93584,NA,NA,NA,NA,NA,NA,NA,NA,NA,31840,197004,84239,76527,NA,119545,77459,NA,NA,NA,NA,NA,NA,16167,-22554,NA,"JPY","2022-06-30","Q1",NA,NA,275,NA,NA,-7511,NA,NA,NA,NA,NA,-7243,NA,NA,NA,NA,NA,NA,NA,NA,NA,172801,"JOGqQqJ","2023Q1",2023,14,30,"Public","A2","Auto","P785357",42,324,140.511,0.007116881,"4.12%"
"1275",1274,"504860P",NA,NA,7188,NA,31142,13298,89866,NA,NA,NA,NA,NA,NA,NA,NA,NA,33797,193980,86008,74532,NA,118374,75606,NA,NA,NA,NA,NA,NA,14889,-19269,NA,"JPY","2022-03-31","YE",-3877,NA,934,NA,NA,-4046,NA,595,70,NA,NA,-4648,NA,NA,NA,NA,NA,NA,NA,NA,NA,170588,"JOGqQqJ","2022YE",2022,13,33,"Public","A2","Auto","P785357",43,131,131.454,0.007607224,"8.00%"
"1276",1275,"591527",NA,NA,39728,NA,27797,30406,261236,NA,NA,NA,NA,NA,NA,NA,NA,NA,78178,417207,96652,77828,NA,170684,246523,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-06-30","Q1",-305,NA,7090,NA,NA,20816,NA,280,188,NA,NA,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,226840,"DywRO1a","2025Q1",2025,62,75,"Public","F3","Auto","P185927",40,68,152.9137,0.006539636,NA
"1277",1276,"591527",NA,NA,43847,NA,12829,33231,254064,NA,NA,NA,NA,NA,NA,NA,NA,NA,67118,388446,87981,59366,NA,142001,246445,NA,NA,NA,NA,NA,NA,-4408,-24340,NA,"JPY","2024-03-31","YE",-305,NA,6998,NA,NA,20930,NA,253,183,NA,NA,16636,NA,NA,NA,NA,NA,NA,NA,NA,NA,222324,"DywRO1a","2024YE",2024,62,78,"Public","F3","Auto","P185927",41,300,151.353,0.006607071,"2.90%"
"1278",1277,"591527",NA,NA,40007,NA,12058,27372,251425,NA,NA,NA,NA,NA,NA,NA,NA,NA,67884,376326,84902,58095,NA,140151,236175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-12-31","Q3",577,NA,7443,NA,NA,21675,NA,256,192,NA,NA,16822,NA,NA,NA,NA,NA,NA,NA,NA,NA,219800,"DywRO1a","2024Q3",2024,64,79,"Public","F3","Auto","P185927",41,300,151.353,0.006607071,"2.90%"
"1279",1278,"591527",NA,NA,46143,NA,12060,29538,248595,NA,NA,NA,NA,NA,NA,NA,NA,NA,68130,384044,93510,60867,NA,143777,240267,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-09-30","Q2",681,NA,7449,NA,NA,21685,NA,248,170,NA,NA,16892,NA,NA,NA,NA,NA,NA,NA,NA,NA,216647,"DywRO1a","2024Q2",2024,64,80,"Public","F3","Auto","P185927",41,300,151.353,0.006607071,"2.90%"
"1280",1279,"591527",NA,NA,38878,NA,13066,27051,246222,NA,NA,NA,NA,NA,NA,NA,NA,NA,60137,369615,84103,60195,NA,134435,235180,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-06-30","Q1",690,NA,7296,NA,NA,21581,NA,233,133,NA,NA,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,214945,"DywRO1a","2024Q1",2024,64,79,"Public","F3","Auto","P185927",41,300,151.353,0.006607071,"2.90%"
"1281",1280,"591527",NA,NA,40221,NA,13948,22636,242671,NA,NA,NA,NA,NA,NA,NA,NA,NA,60140,360748,83026,58358,NA,131349,229399,NA,NA,NA,NA,NA,NA,-208,-22548,NA,"JPY","2023-03-31","YE",589,NA,6881,NA,NA,20169,NA,229,113,NA,NA,15895,NA,NA,NA,NA,NA,NA,NA,NA,NA,212071,"DywRO1a","2023YE",2023,62,78,"Public","F3","Auto","P185927",42,324,140.511,0.007116881,"4.12%"
"1282",1281,"591527",NA,NA,31955,NA,13525,20213,239886,NA,NA,NA,NA,NA,NA,NA,NA,NA,60273,349318,77470,54117,NA,126995,222323,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-12-31","Q3",-116,NA,6797,NA,NA,19273,NA,224,83,NA,NA,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,210419,"DywRO1a","2023Q3",2023,63,78,"Public","F3","Auto","P185927",42,324,140.511,0.007116881,"4.12%"
"1283",1282,"591527",NA,NA,34893,NA,13992,20030,240247,NA,NA,NA,NA,NA,NA,NA,NA,NA,60251,351011,78898,55734,NA,128414,222597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-09-30","Q2",-86,NA,6717,NA,NA,19059,NA,222,75,NA,NA,15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,207296,"DywRO1a","2023Q2",2023,63,78,"Public","F3","Auto","P185927",42,324,140.511,0.007116881,"4.12%"
"1284",1283,"591527",NA,NA,24302,NA,1457,20461,239068,NA,NA,NA,NA,NA,NA,NA,NA,NA,63255,340233,69023,44471,NA,120232,220001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-06-30","Q1",-88,NA,6587,NA,NA,18447,NA,218,67,NA,NA,14584,NA,NA,NA,NA,NA,NA,NA,NA,NA,201164,"DywRO1a","2023Q1",2023,63,80,"Public","F3","Auto","P185927",42,324,140.511,0.007116881,"4.12%"
"1285",1284,"591527",NA,NA,30227,NA,2514,21470,232328,NA,NA,NA,NA,NA,NA,NA,NA,NA,63298,339475,74655,44367,NA,120440,219035,NA,NA,NA,NA,NA,NA,759,-31567,NA,"JPY","2022-03-31","YE",-40,NA,6884,NA,NA,19472,NA,210,68,NA,NA,14753,NA,NA,NA,NA,NA,NA,NA,NA,NA,198159,"DywRO1a","2022YE",2022,63,80,"Public","F3","Auto","P185927",43,131,131.454,0.007607224,"8.00%"
"1286",1285,"582481",6.951916,14.500445,0.618223,0,7.257725,13.167187,5.631572,NA,6.456686,8.593063,0,0.025126,0,1.102941,29.03522,0.001,2.150361,53.989284,35.165399,22.802704,12.487104,24.953065,29.03622,18.823885,2.150361,NA,NA,NA,NA,NA,NA,NA,"USD","2024-03-31","Q1",NA,NA,0.255804,50.9716325,0.661893,-2.639178,12.232614,0.741158,0.030009,0.99615825,0.285009,-2.609973,-2.609973,-2.354169,-2.609973,0,0,14.209899,14.871792,63.204247,NA,63.2042465,"a2gyoyA","2024Q1",2024,15,33,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"2.90%"
"1287",1286,"582481",8.804174,14.33276,1.151723,0,8.257725,12.915347,5.549033,NA,6.357882,8.796726,-0.04,0.025126,0,0.056623,26.54818,0.001,1.952882,54.320685,35.831179,25.858625,13.932191,27.811507,26.50918,18.489506,1.952882,NA,NA,NA,NA,NA,NA,NA,"USD","2023-12-31","YE",NA,NA,-0.024281,52.330775,NA,-3.690063,11.347604,0.756075,0.120657,6.036756,0.270181,-3.395601,-3.395601,-3.419882,-3.395601,0,5.131157,15.037667,15.037667,63.678379,NA,63.678379,"a2gyoyA","2023YE",2023,17,31,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"4.12%"
"1288",1287,"582481",5.553946,13.286166,0.783153,0,12.144261,15.112384,6.050029,NA,4.551245,5.376666,0,0.078879,3.554419,NA,28.08675,0.001,2.24662,56.963662,35.72237,23.074873,17.101806,28.875912,28.08775,21.241292,5.801039,NA,NA,NA,NA,NA,NA,NA,"USD","2023-06-30","Q2",NA,NA,-0.063533,57.1966065,NA,-1.854665,13.537876,0.403859,NA,2.1338855,1.593852,-0.19728,-0.19728,-0.260813,-0.19728,0,0.136175,15.39254,15.39254,70.734482,NA,70.734482,"a2gyoyA","2023Q2",2023,16,32,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"4.12%"
"1289",1288,"582481",5.233219,14.132744,1.251389,0,9.959247,13.36645,5.723904,NA,4.230054,6.76761,0,0.078879,3.554419,NA,28.94302,0.001,1.570874,56.029389,36.860156,21.960076,17.245969,27.085369,28.94402,19.169233,5.125293,NA,NA,NA,NA,NA,NA,NA,"USD","2023-03-31","Q1",NA,NA,-0.0286795,59.70403025,NA,-0.379361,14.373814,0.2935665,NA,1.9011175,1.607551,1.25687,1.25687,1.22819,1.25687,0,0,14.753175,14.753175,74.077845,NA,74.0778445,"a2gyoyA","2023Q1",2023,18,35,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"4.12%"
"1290",1289,"582481",9.732807,18.046014,0.312673,0,9.855389,12.330424,3.846436,NA,4.141686,4.509658,0,0.078879,3.554419,NA,29.410946,0.001,1.580636,58.644855,42.389116,24.097854,19.888743,29.232909,29.411946,16.255739,5.135055,NA,NA,NA,NA,NA,NA,NA,"USD","2022-12-31","YE",NA,NA,0.18213,62.902599,NA,0.318491,15.364847,0.201114,NA,1.606318,1.405204,1.541565,1.541565,1.723695,1.541565,0,0,15.046356,15.046356,78.267446,NA,78.267446,"a2gyoyA","2022YE",2022,28,40,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"8.00%"
"1291",1290,"582481",14.327072,16.577981,1.791175,0,5.299366,3.508579,3.272576,NA,3.59197,4.4786,0.108771,3.854159,0.559729,NA,26.990413,0.001,0,51.790579,41.155265,24.105038,19.194139,24.690395,27.100184,10.635314,0.585357,7.520995,-0.501808,-6.82208,-3.741079,0.919253,-2.463383,-6.036985,"USD","2021-12-31","YE",NA,NA,0.327768,NA,0.31156,1.611014,NA,0.068092,NA,1.632255,1.489034,2.77228,2.77228,3.100048,2.77228,0,0.075129,67.68058,67.99214,69.603154,NA,69.603154,"a2gyoyA","2021YE",2021,57,64,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"4.70%"
"1292",1291,"582481",6.552986,10.34413,5.532254,0,0,3.008579,1.563725,NA,2.19174,3.284293,-0.11064,0.373875,0.554729,NA,25.103994,0.001,0,35.386362,30.440183,9.837279,12.372059,10.392008,24.994354,4.946179,0.554729,-2.668005,-0.406496,2.147807,0.695595,-0.315473,-0.656496,-0.35177,"USD","2020-12-31","YE",NA,NA,0.215397,NA,0.265044,2.347116,NA,0.020389,NA,1.631246,0.908508,3.040227,3.040227,3.255624,3.040227,0,0.702349,52.324797,52.589841,54.936957,NA,54.936957,"a2gyoyA","2020YE",2020,63,82,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"1.23%"
"1293",1292,"582481",9.220991,9.99236,4.836659,0,0.550478,3.255105,1.422273,NA,1.458403,2.419144,-0.108618,0.144471,0,NA,23.016142,0.001,0,35.629137,30.807288,12.190613,14.519866,12.720613,22.908524,4.821849,0.53,1.627495,-0.054434,-1.021081,0.823942,-1.193755,-0.054434,-0.491712,"USD","2019-12-31","YE",NA,NA,0.156776,NA,0.250875,2.144075,NA,0.041774,NA,0.034225,-0.097217,1.890082,1.890082,2.046858,1.890082,0,0.089668,60.035581,60.286456,62.430531,NA,62.430531,"a2gyoyA","2019YE",2019,59,76,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"1.81%"
"1294",1293,"582481",7.578626,9.502827,4.012717,NA,1.526463,4.014716,1.618714,NA,1.100198,2.148914,-0.091258,0.058,0,NA,22.118615,0.001,0,33.81236,28.12093,11.254003,13.505188,11.784003,22.028357,5.69143,0.53,-0.14179,-0.630384,-2.184032,-2.31909,0.17933,-0.630384,-3.8233,"USD","2018-12-31","YE",NA,NA,0.528349,NA,0.240679,3.685598,NA,0.015966,NA,0.364836,0.34887,3.506119,3.506119,4.034468,3.506119,0,0,59.408241,59.64892,63.334518,0,63.334518,"a2gyoyA","2018YE",2018,71,77,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"2.44%"
"1295",1294,"582481",7.720416,5.679527,6.331807,NA,0,3.119969,1.229009,NA,2.53182,2.458019,-0.091029,0.5,0,0,19.564882,0.001,0,30.713288,25.86431,10.178435,11.321156,11.238435,19.474853,4.848978,1.06,-2.575716,-0.690869,2.646456,-0.698624,-2.674684,-1.419921,-0.344131,"USD","2017-12-31","YE",NA,NA,1.52728,NA,0.15429,6.494386,NA,0.008668,NA,NA,-0.900999,4.066107,4.066107,5.593387,4.066107,0,0.892331,60.784628,60.938918,67.433304,0,67.433304,"a2gyoyA","2017YE",2017,81,91,"FHRx","A1","Auto","P0",NA,NA,NA,NA,"2.13%"
"1296",1295,"521508",NA,NA,6626,NA,9764,1566,15852,NA,NA,NA,NA,NA,NA,NA,NA,NA,4899,54195,35040,24083,NA,31345,22850,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-06-30","Q1",-4,NA,1365,NA,NA,4404,NA,191,23,NA,NA,3488,NA,NA,NA,NA,NA,NA,NA,NA,NA,71032,"A4PlxZA","2025Q1",2025,71,76,"Public","A3","Auto","P488641",40,68,152.9137,0.006539636,NA
"1297",1296,"521508",NA,NA,5290,NA,7955,1646,15783,NA,NA,NA,NA,NA,NA,NA,NA,NA,5052,53861,34652,23924,NA,31295,22566,NA,NA,NA,NA,NA,NA,-1901,-725,NA,"JPY","2024-03-31","YE",NA,NA,1113,NA,NA,3753,NA,200,22,NA,NA,3224,NA,NA,NA,NA,NA,NA,NA,NA,NA,68389,"A4PlxZA","2024YE",2024,68,73,"Public","A3","Auto","P488641",41,300,151.353,0.006607071,"2.90%"
"1298",1297,"521508",NA,NA,5915,NA,5985,1506,15881,NA,NA,NA,NA,NA,NA,NA,NA,NA,8800,53753,34909,21618,NA,32753,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-12-31","Q3",-28,NA,1053,NA,NA,3270,NA,204,18,NA,NA,2744,NA,NA,NA,NA,NA,NA,NA,NA,NA,68565,"A4PlxZA","2024Q3",2024,66,76,"Public","A3","Auto","P488641",41,300,151.353,0.006607071,"2.90%"
"1299",1298,"521508",NA,NA,4901,NA,4994,1468,16095,NA,NA,NA,NA,NA,NA,NA,NA,NA,9481,51950,32912,20577,NA,32228,19722,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-09-30","Q2",-690,NA,1376,NA,NA,2103,NA,199,18,NA,NA,1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,67719,"A4PlxZA","2024Q2",2024,54,67,"Public","A3","Auto","P488641",41,300,151.353,0.006607071,"2.90%"
"1300",1299,"521508",NA,NA,5167,NA,4685,1392,15927,NA,NA,NA,NA,NA,NA,NA,NA,NA,10112,51498,32645,20546,NA,32803,18695,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-06-30","Q1",-690,NA,1179,NA,NA,1952,NA,187,12,NA,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,66552,"A4PlxZA","2024Q1",2024,55,68,"Public","A3","Auto","P488641",41,300,151.353,0.006607071,"2.90%"
"1301",1300,"521508",NA,NA,4423,NA,4886,1326,15810,NA,NA,NA,NA,NA,NA,NA,NA,NA,9479,51552,32552,21501,NA,33100,18452,NA,NA,NA,NA,NA,NA,-2700,-1463,NA,"JPY","2023-03-31","YE",-690,NA,1092,NA,NA,1462,NA,174,12,NA,NA,1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,65624,"A4PlxZA","2023YE",2023,49,63,"Public","A3","Auto","P488641",42,324,140.511,0.007116881,"4.12%"
"1302",1301,"521508",NA,NA,4807,NA,6334,1297,16272,NA,NA,NA,NA,NA,NA,NA,NA,NA,10082,52608,33313,22513,NA,34766,17842,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-12-31","Q3",-625,NA,878,NA,NA,1640,NA,160,9,NA,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,61955,"A4PlxZA","2023Q3",2023,51,52,"Public","A3","Auto","P488641",42,324,140.511,0.007116881,"4.12%"
"1303",1302,"521508",NA,NA,4207,NA,6332,1290,17041,NA,NA,NA,NA,NA,NA,NA,NA,NA,10752,51828,31176,20938,NA,33873,17955,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-09-30","Q2",37,NA,386,NA,NA,2036,NA,148,10,NA,NA,2194,NA,NA,NA,NA,NA,NA,NA,NA,NA,58419,"A4PlxZA","2023Q2",2023,56,56,"Public","A3","Auto","P488641",42,324,140.511,0.007116881,"4.12%"
"1304",1303,"521508",NA,NA,5056,NA,6867,1279,16914,NA,NA,NA,NA,NA,NA,NA,NA,NA,10386,51123,30711,21352,NA,33886,17237,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-06-30","Q1",37,NA,238,NA,NA,855,NA,142,12,NA,NA,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,54969,"A4PlxZA","2023Q1",2023,43,47,"Public","A3","Auto","P488641",42,324,140.511,0.007116881,"4.12%"
"1305",1304,"521508",NA,NA,2390,NA,7135,1247,16704,NA,NA,NA,NA,NA,NA,NA,NA,NA,9471,50283,30062,21435,NA,33020,17263,NA,NA,NA,NA,NA,NA,1738,-4190,NA,"JPY","2022-03-31","YE",-13,NA,196,NA,NA,523,NA,138,12,NA,NA,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,53514,"A4PlxZA","2022YE",2022,37,40,"Public","A3","Auto","P488641",43,131,131.454,0.007607224,"8.00%"
