"","X.x","Supplier.Number","accountsPayable","accountsReceivable","bankCashBalances","bankOverdraft","debitOwnedWithinOneYear","financialAssets","fixedAssets","intangibleAssets","otherCurrentAssets","otherCurrentLiabilities","otherEquity","otherTermAssets","otherTermLiabilities","prepayments","retainedEarnings","subscribedCapital","termLoans","totalAssets","totalCurrentAssets","totalCurrentLiabilities","totalInventories","totalLiabilities","totalShareholderEquity","totalTermAssets","totalTermLiabilities","accountPayableAccrualFromCashFlow","capitalExpenditure","changeInInventoriesFromCashFlow","netChangeInCashAndCashEquivalents","netFundingCashFlow","netInvestingCashFlow","unbilledAccountsReceivableRevenueFromCashFlow","currency","financialDate","period","abnormalItems","amortization","companyTaxExpense","costOfGoodsSold","depreciation","earningsBeforeInterestAndTax","grossProfit","interestExpense","interestReceived","investmentIncome","netInvestmentIncome","netProfitAfterTax","netProfitAfterTaxAndMinorityInterests","netProfitBeforeTax","netSurplus","otherIncome","otherInvestmentExpense","otherOperatingExpense","totalOperatingExpense","totalOperatingRevenue","totalStaffCosts","salesRevenue","RRID","id","eqyYear","CHS","FHR","Data.Source","Group","Group.Classification","Parent.ID","X.y","count","USD.to.Other.Currency","X.Other.Currency.to.USD","Inflation.Rate...."
"673",672,"500044",NA,NA,69756,NA,4641,NA,72473,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,233553,145639,49095,NA,52540,181013,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-12-31","Q3",-871,NA,3360,NA,NA,12005,NA,60,301,NA,NA,11993,NA,NA,NA,NA,NA,NA,NA,NA,NA,223452,"Ra7pKgA","2024Q3",2024,46,76,"Public","F0, PU, HDM F2","Auto","P788967",41,300,151.353,0.006607071,"2.90%"
"674",673,"500044",NA,NA,65161,NA,4641,NA,73850,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,236570,147699,51498,NA,55101,181469,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-09-30","Q2",-851,NA,2781,NA,NA,12659,NA,69,238,NA,NA,10627,NA,NA,NA,NA,NA,NA,NA,NA,NA,226943,"Ra7pKgA","2024Q2",2024,46,76,"Public","F0, PU, HDM F2","Auto","P788967",41,300,151.353,0.006607071,"2.90%"
"675",674,"500044",NA,NA,60119,NA,6202,NA,74623,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,228790,139558,48227,NA,53079,175711,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-06-30","Q1",-515,NA,3125,NA,NA,13650,NA,73,170,NA,NA,11287,NA,NA,NA,NA,NA,NA,NA,NA,NA,231146,"Ra7pKgA","2024Q1",2024,48,75,"Public","F0, PU, HDM F2","Auto","P788967",41,300,151.353,0.006607071,"2.90%"
"676",675,"500044",NA,NA,63025,NA,7450,3829,71474,NA,NA,NA,NA,NA,NA,NA,NA,NA,2844,226626,141375,50634,NA,55342,171284,NA,NA,NA,NA,NA,NA,-11645,-23432,NA,"JPY","2023-03-31","YE",-542,NA,4475,NA,NA,17020,NA,81,119,NA,NA,14640,NA,NA,NA,NA,NA,NA,NA,NA,NA,235864,"Ra7pKgA","2023YE",2023,54,77,"Public","F0, PU, HDM F2","Auto","P788967",42,324,140.511,0.007116881,"4.12%"
"677",676,"500044",NA,NA,67489,NA,8618,NA,69489,NA,NA,NA,NA,NA,NA,NA,NA,NA,3891,230319,146550,54369,NA,60865,169454,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-12-31","Q3",-451,NA,5036,NA,NA,19310,NA,87,80,NA,NA,17324,NA,NA,NA,NA,NA,NA,NA,NA,NA,239090,"Ra7pKgA","2023Q3",2023,58,77,"Public","F0, PU, HDM F2","Auto","P788967",42,324,140.511,0.007116881,"4.12%"
"678",677,"500044",NA,NA,68274,NA,9718,NA,70165,NA,NA,NA,NA,NA,NA,NA,NA,NA,3891,238347,153842,58760,NA,65474,172873,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-09-30","Q2",-346,NA,5697,NA,NA,19302,NA,93,58,NA,NA,18265,NA,NA,NA,NA,NA,NA,NA,NA,NA,235260,"Ra7pKgA","2023Q2",2023,58,76,"Public","F0, PU, HDM F2","Auto","P788967",42,324,140.511,0.007116881,"4.12%"
"679",678,"500044",NA,NA,61061,NA,9614,NA,70355,NA,NA,NA,NA,NA,NA,NA,NA,NA,6702,231764,147249,55902,NA,65508,166256,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-06-30","Q1",-554,NA,5247,NA,NA,19116,NA,102,48,NA,NA,17498,NA,NA,NA,NA,NA,NA,NA,NA,NA,228989,"Ra7pKgA","2023Q1",2023,58,75,"Public","F0, PU, HDM F2","Auto","P788967",42,324,140.511,0.007116881,"4.12%"
"680",679,"500044",NA,NA,65559,NA,9707,3605,67667,NA,NA,NA,NA,NA,NA,NA,NA,NA,7958,225343,144033,57065,NA,67456,157887,NA,NA,NA,NA,NA,NA,-9985,-20285,NA,"JPY","2022-03-31","YE",-581,NA,4269,NA,NA,17468,NA,107,48,NA,NA,14325,NA,NA,NA,NA,NA,NA,NA,NA,NA,225079,"Ra7pKgA","2022YE",2022,56,74,"Public","F0, PU, HDM F2","Auto","P788967",43,131,131.454,0.007607224,"8.00%"
"681",680,"521749",NA,NA,1967.42899,NA,3326.21127,933.33722,4477.17602,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.34651,19609.7128,13319.68548,10935.03235,NA,13007.1876,6602.5252,NA,NA,NA,NA,NA,NA,-211.10579,-821.92911,NA,"CNY","2024-06-30","Q2",0,NA,75.2874,NA,NA,477.56603,NA,80.23497,34.32634,NA,NA,390.38622,NA,NA,NA,NA,NA,NA,NA,NA,NA,17979.6932,"VA4wBVa","2024Q2",2024,31,42,"Public","F3","Auto","P0",74,17,NA,0.1393,"2.90%"
"682",681,"521749",NA,NA,1596.0066,NA,2381.50634,435.19228,3922.06635,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056.94823,18597.30967,12652.48482,9426.60306,NA,11949.32079,6647.98888,NA,NA,NA,NA,NA,NA,170.87971,-545.62467,NA,"CNY","2024-03-31","Q1",0,NA,70.07212,NA,NA,456.30128,NA,73.97103,33.04995,NA,NA,371.68655,NA,NA,NA,NA,NA,NA,NA,NA,NA,17728.9174,"VA4wBVa","2024Q1",2024,30,43,"Public","F3","Auto","P0",74,17,NA,0.1393,"2.90%"
"683",682,"521749",NA,NA,2217.40131,NA,1722.17501,896.44666,4221.44422,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.05112,18230.00862,12263.53519,9147.76029,NA,11703.07736,6526.93126,NA,NA,NA,NA,NA,NA,-81.76842,-394.39056,NA,"CNY","2023-12-31","YE",-14.64353,NA,72.64005,NA,NA,412.2484,NA,70.19839,32.53585,NA,NA,326.5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,17537.8671,"VA4wBVa","2023YE",2023,29,45,"Public","F3","Auto","P0",75,35,NA,0.1414,"4.12%"
"684",683,"521749",NA,NA,1721.46248,NA,2836.24025,434.23149,3811.50526,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125.20461,19798.07298,14135.67928,10836.95289,NA,13349.72663,6448.34634,NA,NA,NA,NA,NA,NA,-205.53492,-431.68498,NA,"CNY","2023-09-30","Q3",0,NA,58.8783,NA,NA,368.67636,NA,90.12476,27.34604,NA,NA,285.86433,NA,NA,NA,NA,NA,NA,NA,NA,NA,17087.3102,"VA4wBVa","2023Q3",2023,27,40,"Public","F3","Auto","P0",75,35,NA,0.1414,"4.12%"
"685",684,"521749",NA,NA,1928.87126,NA,2608.44527,843.98662,4082.70702,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335.16261,19162.96698,13442.14735,9949.57193,NA,12707.1914,6455.77558,NA,NA,NA,NA,NA,NA,-322.48774,-335.65942,NA,"CNY","2023-06-30","Q2",0,NA,32.55812,NA,NA,334.81857,NA,64.01656,21.70335,NA,NA,291.33823,NA,NA,NA,NA,NA,NA,NA,NA,NA,16119.87261,"VA4wBVa","2023Q2",2023,27,40,"Public","F3","Auto","P0",75,35,NA,0.1414,"4.12%"
"686",685,"521749",NA,NA,1402.34966,NA,2924.41989,427.88336,3710.72623,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297.21063,17468.10977,11887.29484,8384.05848,NA,11031.81379,6436.29598,NA,NA,NA,NA,NA,NA,432.33432,-334.95613,NA,"CNY","2023-03-31","Q1",0,NA,48.17397,NA,NA,302.1484,NA,63.56698,21.55392,NA,NA,252.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,15248.29531,"VA4wBVa","2023Q1",2023,25,37,"Public","F3","Auto","P0",75,35,NA,0.1414,"4.12%"
"687",686,"521749",NA,NA,1869.89308,NA,3294.40745,836.00473,3915.04329,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250.95111,17257.03917,11630.52399,8354.9616,NA,10928.49111,6328.54806,NA,NA,NA,NA,NA,NA,504.29803,-128.49432,NA,"CNY","2022-12-31","YE",-49.63,NA,33.94736,NA,NA,291.73422,NA,66.96477,21.55704,NA,NA,250.6727,NA,NA,NA,NA,NA,NA,NA,NA,NA,15034.88028,"VA4wBVa","2022YE",2022,25,37,"Public","F3","Auto","P0",76,34,NA,0.1488,"8.00%"
"688",687,"521749",NA,NA,1829.06283,NA,4635.6409,469.331,3577.21195,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.7262,17853.5916,12567.68507,9666.64902,NA,12103.99561,5749.59599,NA,NA,NA,NA,NA,NA,736.34148,-173.50329,NA,"CNY","2022-09-30","Q3",0,NA,54.5458,NA,NA,223.59459,NA,70.00652,22.15414,NA,NA,207.46133,NA,NA,NA,NA,NA,NA,NA,NA,NA,13842.18441,"VA4wBVa","2022Q3",2022,25,35,"Public","F3","Auto","P0",76,34,NA,0.1488,"8.00%"
"689",688,"521749",NA,NA,2495.52719,NA,4531.90136,866.03372,3388.8549,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.40661,17400.89193,12368.4013,9449.45768,NA,11701.36674,5699.52519,NA,NA,NA,NA,NA,NA,793.55985,25.05223,NA,"CNY","2022-06-30","Q2",0,NA,61.00219,NA,NA,198.7929,NA,59.008,21.91862,NA,NA,193.63179,NA,NA,NA,NA,NA,NA,NA,NA,NA,13557.99257,"VA4wBVa","2022Q2",2022,25,36,"Public","F3","Auto","P0",76,34,NA,0.1488,"8.00%"
"690",689,"521749",NA,NA,2072.04058,NA,3994.27397,456.6501,3414.93793,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092.30478,16505.45694,11450.62317,8568.43214,NA,11439.22564,5066.2313,NA,NA,NA,NA,NA,NA,80.33593,-55.69778,NA,"CNY","2022-03-31","Q1",0,NA,44.92356,NA,NA,243.94215,NA,63.84857,20.80078,NA,NA,220.83195,NA,NA,NA,NA,NA,NA,NA,NA,NA,14065.00429,"VA4wBVa","2022Q1",2022,25,36,"Public","F3","Auto","P0",76,34,NA,0.1488,"8.00%"
"691",690,"500045P",NA,NA,67432,NA,80166,90224,240842,NA,NA,NA,NA,NA,NA,NA,NA,NA,119190,850217,402722,417204,NA,568062,282155,NA,NA,NA,NA,NA,NA,12807,-66617,NA,"INR","2024-03-31","YE",-2499,NA,8206,NA,NA,52613,NA,6745,1483,NA,NA,30196,NA,NA,NA,NA,NA,NA,NA,NA,NA,986917,"PadqXdA","2024YE",2024,66,69,"Public","F2, HDM A2","Auto","P542816",50,4,NA,0.01195,"2.90%"
"692",691,"500045P",NA,NA,58180.1,NA,95748.8,86630.6,211501,NA,NA,NA,NA,NA,NA,NA,NA,NA,121751.3,782359.4,372456.1,391691.4,NA,538022.7,244336.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INR","2023-09-30","Q2",-2505.2,NA,9612.1,NA,NA,39207.4,NA,NA,NA,NA,NA,21421.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,887611.8,"PadqXdA","2024Q2",2024,58,60,"Public","F2, HDM A2","Auto","P542816",50,4,NA,0.01195,"2.90%"
"693",692,"500045P",NA,NA,46987,NA,59684,83561,189848,NA,NA,NA,NA,NA,NA,NA,NA,NA,78239,618517,267792,275154,NA,374748,243769,NA,NA,NA,NA,NA,NA,-27342,-22448,NA,"INR","2023-03-31","YE",-795,NA,7352,NA,NA,29724,NA,3929,703,NA,NA,16696,NA,NA,NA,NA,NA,NA,NA,NA,NA,787007,"PadqXdA","2023YE",2023,58,65,"Public","F2, HDM A2","Auto","P542816",51,4,NA,0.01211,"4.12%"
"694",693,"500045P",NA,NA,41581.8,NA,79046.9,88861.9,170780.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,61931.4,572124.1,237546.5,263987.2,NA,347524.4,224599.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INR","2022-09-30","Q2",-1623.9,NA,6306.5,NA,NA,16808.9,NA,NA,NA,NA,NA,8263.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,691777.5,"PadqXdA","2023Q2",2023,46,51,"Public","F2, HDM A2","Auto","P542816",51,4,NA,0.01211,"4.12%"
"695",694,"500045P",NA,NA,47739,NA,46220,90548,173771,NA,NA,NA,NA,NA,NA,NA,NA,NA,95077,562701,226162,222853,NA,339055,223646,NA,NA,NA,NA,NA,NA,-12174,-23119,NA,"INR","2022-03-31","YE",1039,NA,6069,NA,NA,17089,NA,3081,1172,NA,NA,8173,NA,NA,NA,NA,NA,NA,NA,NA,NA,635360,"PadqXdA","2022YE",2022,49,53,"Public","F2, HDM A2","Auto","P542816",52,4,NA,0.01274,"8.00%"
"696",695,"500045P",NA,NA,34451.1,NA,36639,27368.4,167077.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,85549.3,474170.3,193961.2,192277.5,NA,306107.3,168063,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INR","2021-09-30","Q2",-32,NA,1967.4,NA,NA,26976.7,NA,NA,NA,NA,NA,24370.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,642980.8,"PadqXdA","2022Q2",2022,65,73,"Public","F2, HDM A2","Auto","P542816",52,4,NA,0.01274,"8.00%"
"697",696,"500045P",NA,NA,59062,NA,35187,28037,166504,NA,NA,NA,NA,NA,NA,NA,NA,NA,84109,480850,202485,202943,NA,315011,165839,NA,NA,NA,NA,NA,NA,-20975,-18935,NA,"INR","2021-03-31","YE",-623,NA,-694,NA,NA,14557,NA,3500,656,NA,NA,12427,NA,NA,NA,NA,NA,NA,NA,NA,NA,573699,"PadqXdA","2021YE",2021,53,65,"Public","F2, HDM A2","Auto","P542816",53,4,NA,0.01353,"4.70%"
"698",697,"500045P",NA,NA,53979.6,NA,35416.9,29742.1,167196.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,105905.9,468677.6,194770.2,195555.2,NA,326252,142425.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INR","2020-09-30","Q2",-595.9,NA,4054.5,NA,NA,3962,NA,NA,NA,NA,NA,-3276.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,542811.7,"PadqXdA","2021Q2",2021,34,50,"Public","F2, HDM A2","Auto","P542816",53,4,NA,0.01353,"4.70%"
"699",698,"500045P",NA,NA,48789,NA,37442,28287,170888,NA,NA,NA,NA,NA,NA,NA,NA,NA,92912,454958,194654,195708,NA,306699,148259,NA,NA,NA,NA,NA,NA,-28029,-22399,NA,"INR","2020-03-31","YE",-637,NA,8184,NA,NA,24412,NA,4030,361,NA,NA,12945,NA,NA,NA,NA,NA,NA,NA,NA,NA,635368,"PadqXdA","2020YE",2020,63,73,"Public","F2, HDM A2","Auto","P542816",54,3,NA,0.01349,"1.23%"
"700",699,"500045P",NA,NA,29966,NA,31267.7,25937.7,163225.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,93171.7,435904.2,187178.9,178508.2,NA,290826.6,145077.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INR","2019-09-30","Q2",0,NA,8815.4,NA,NA,27954.1,NA,NA,NA,NA,NA,18027.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,663592,"PadqXdA","2020Q2",2020,67,75,"Public","F2, HDM A2","Auto","P542816",54,3,NA,0.01349,"1.23%"
"701",700,"519381",NA,NA,7443,NA,2175,15535,26871,NA,NA,NA,NA,NA,NA,NA,NA,NA,11945,108330,51713,31619,NA,60436,47894,NA,NA,NA,NA,NA,NA,3961,-11211,NA,"EUR","2023-12-31","YE",0,NA,1336,NA,NA,4503,NA,1188,762,NA,NA,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,91596,"QDgLm6J","2023YE",2023,55,73,"Public","F3","Auto","P233450",64,79,NA,1.0821,"4.12%"
"702",701,"519381",NA,NA,6459,NA,1790,14894,25064,NA,NA,NA,NA,NA,NA,NA,NA,NA,6949,100247,47013,29241,NA,53520,46727,NA,NA,NA,NA,NA,NA,701,-2336,NA,"EUR","2022-12-31","YE",0,NA,1075,NA,NA,3474,NA,404,482,NA,NA,1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,88201,"QDgLm6J","2022YE",2022,51,66,"Public","F3","Auto","P233450",65,69,NA,1.0535,"8.00%"
"703",702,"519381",NA,NA,6196,NA,987,16454,23384,NA,NA,NA,NA,NA,NA,NA,NA,NA,5794,97723,45332,28238,NA,53419,44304,NA,NA,NA,NA,NA,NA,-2560,-7379,NA,"EUR","2021-12-31","YE",-108,NA,800,NA,NA,2815,NA,299,437,NA,NA,2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,78748,"QDgLm6J","2021YE",2021,50,74,"Public","F3","Auto","P233450",66,44,NA,1.1828,"4.70%"
"704",703,"519381",NA,NA,8955,NA,1324,15850,22707,NA,NA,NA,NA,NA,NA,NA,NA,NA,7084,91369,41398,24761,NA,51203,40166,NA,NA,NA,NA,NA,NA,484,-4830,NA,"EUR","2020-12-31","YE",0,NA,756,NA,NA,1657,NA,355,401,NA,NA,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,71494,"QDgLm6J","2020YE",2020,42,72,"Public","F3","Auto","P233450",67,37,NA,1.1382,"1.23%"
"705",704,"519381",NA,NA,4558,NA,1218,15662,23977,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645,89030,36384,22176,NA,47951,41079,NA,NA,NA,NA,NA,NA,-1671,-5113,NA,"EUR","2019-12-31","YE",0,NA,1196,NA,NA,2903,NA,494,578,NA,NA,2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,77721,"QDgLm6J","2019YE",2019,51,73,"Public","F3","Auto","P233450",68,17,NA,1.1201,"1.81%"
"706",705,"519381",NA,NA,4716,NA,823,13350,20438,NA,NA,NA,NA,NA,NA,NA,NA,NA,4561,83654,36168,21563,NA,44478,39176,NA,NA,NA,NA,NA,NA,-1019,-6110,NA,"EUR","2018-12-31","YE",-17,NA,1493,NA,NA,5502,NA,454,429,NA,NA,3574,NA,NA,NA,NA,NA,NA,NA,NA,NA,78465,"QDgLm6J","2018YE",2018,66,82,"Public","F3","Auto","P233450",69,6,NA,1.1793,"2.44%"
"707",706,"519381",NA,NA,4543,NA,791,12812,19074,NA,NA,NA,NA,NA,NA,NA,NA,NA,5107,81870,34171,19828,NA,44318,37552,NA,NA,NA,NA,NA,NA,-1653,-5129,NA,"EUR","2017-12-31","YE",-104,NA,1494,NA,NA,4867,NA,453,421,NA,NA,3274,NA,NA,NA,NA,NA,NA,NA,NA,NA,78066,"QDgLm6J","2017YE",2017,64,81,"Public","F3","Auto","P233450",70,4,NA,1.1301,"2.13%"
"708",707,"519381",NA,NA,4753,NA,2536,11982,19085,NA,NA,NA,NA,NA,NA,NA,NA,NA,5695,81875,33562,20055,NA,45791,36084,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EUR","2016-12-31","YE",-683,NA,993,NA,NA,3291,NA,225,446,NA,NA,2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,73129,"QDgLm6J","2016YE",2016,55,76,"Public","F3","Auto","P233450",71,2,NA,1.1069,"1.26%"
"709",708,"519381",NA,NA,3707,NA,2041,11453,18142,NA,NA,NA,NA,NA,NA,NA,NA,NA,5320,77266,30235,17878,NA,42842,34424,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EUR","2015-12-31","YE",494,NA,952,NA,NA,4689,NA,270,421,NA,NA,3537,NA,NA,NA,NA,NA,NA,NA,NA,NA,70607,"QDgLm6J","2015YE",2015,65,81,"Public","F3","Auto","P233450",72,1,NA,1.1105,"0.12%"
"710",709,"519381",NA,NA,5513,NA,185,10552,13251,NA,NA,NA,NA,NA,NA,NA,NA,NA,5028,61924,25308,12076,NA,32383,29541,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EUR","2014-12-31","YE",-74,NA,714,NA,NA,2848,NA,178,356,NA,NA,2661,NA,NA,NA,NA,NA,NA,NA,NA,NA,48951,"QDgLm6J","2014YE",2014,60,80,"Public","F3","Auto","P233450",73,1,NA,1.3284,"1.62%"
"711",710,"584067",NA,NA,71847,NA,27932,19402,305024,NA,NA,NA,NA,NA,NA,NA,NA,NA,68564,721039,352536,159984,NA,267571,453468,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-06-30","Q2",-510,NA,37777,NA,NA,97285,NA,1158,976,NA,NA,85201,NA,NA,NA,NA,NA,NA,NA,NA,NA,560869,"XAL3qga","2024Q2",2024,77,91,"Public","F3","Auto","P417778",41,300,151.353,0.006607071,"2.90%"
"712",711,"584067",NA,NA,41124,NA,18311,19370,294930,NA,NA,NA,NA,NA,NA,NA,NA,NA,70783,660455,302902,132636,NA,241231,419224,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-03-31","Q1",-4331,NA,29102,NA,NA,83969,NA,1058,966,NA,NA,84503,NA,NA,NA,NA,NA,NA,NA,NA,NA,551222,"XAL3qga","2024Q1",2024,76,90,"Public","F3","Auto","P417778",41,300,151.353,0.006607071,"2.90%"
"713",712,"584067",NA,NA,52879,NA,16494,19318,286790,NA,NA,NA,NA,NA,NA,NA,NA,NA,86219,645480,298972,142822,NA,250281,395199,NA,NA,NA,NA,NA,NA,-62894,-14661,NA,"JPY","2023-12-31","YE",-5069,NA,23898,NA,NA,71830,NA,1068,883,NA,NA,72186,NA,NA,NA,NA,NA,NA,NA,NA,NA,552825,"XAL3qga","2023YE",2023,74,89,"Public","F3","Auto","P417778",42,324,140.511,0.007116881,"4.12%"
"714",713,"584067",NA,NA,42244,NA,37842,17782,286678,NA,NA,NA,NA,NA,NA,NA,NA,NA,71385,652962,308126,168664,NA,271085,381877,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-09-30","Q3",-6275,NA,19270,NA,NA,56704,NA,1136,753,NA,NA,59814,NA,NA,NA,NA,NA,NA,NA,NA,NA,556004,"XAL3qga","2023Q3",2023,72,80,"Public","F3","Auto","P417778",42,324,140.511,0.007116881,"4.12%"
"715",714,"584067",NA,NA,42218,NA,67194,33049,279269,NA,NA,NA,NA,NA,NA,NA,NA,NA,60055,642256,302114,193666,NA,280320,361936,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-06-30","Q2",-6262,NA,13916,NA,NA,38485,NA,1187,678,NA,NA,45909,NA,NA,NA,NA,NA,NA,NA,NA,NA,539003,"XAL3qga","2023Q2",2023,66,73,"Public","F3","Auto","P417778",42,324,140.511,0.007116881,"4.12%"
"716",715,"584067",NA,NA,38503,NA,82571,29714,267621,NA,NA,NA,NA,NA,NA,NA,NA,NA,60391,599570,284859,185445,NA,272120,327450,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-03-31","Q1",-3648,NA,15871,NA,NA,38800,NA,1239,589,NA,NA,40895,NA,NA,NA,NA,NA,NA,NA,NA,NA,524600,"XAL3qga","2023Q1",2023,67,72,"Public","F3","Auto","P417778",42,324,140.511,0.007116881,"4.12%"
"717",716,"584067",NA,NA,41601,NA,70881,28727,265051,NA,NA,NA,NA,NA,NA,NA,NA,NA,64554,598889,289579,191048,NA,277974,320915,NA,NA,NA,NA,NA,NA,-16231,-16712,NA,"JPY","2022-12-31","YE",-2987,NA,18668,NA,NA,41059,NA,1278,523,NA,NA,47956,NA,NA,NA,NA,NA,NA,NA,NA,NA,497213,"XAL3qga","2022YE",2022,68,74,"Public","F3","Auto","P417778",43,131,131.454,0.007607224,"8.00%"
"718",717,"584067",NA,NA,46051,NA,97294,27558,264103,NA,NA,NA,NA,NA,NA,NA,NA,NA,53213,626634,315075,213881,NA,293051,333583,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-09-30","Q3",-3074,NA,21941,NA,NA,41734,NA,1339,434,NA,NA,57240,NA,NA,NA,NA,NA,NA,NA,NA,NA,461269,"XAL3qga","2022Q3",2022,68,76,"Public","F3","Auto","P417778",43,131,131.454,0.007607224,"8.00%"
"719",718,"584067",NA,NA,52363,NA,67823,44081,255484,NA,NA,NA,NA,NA,NA,NA,NA,NA,74366,608366,289517,172582,NA,278793,329573,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-06-30","Q2",-3596,NA,18757,NA,NA,48498,NA,1393,425,NA,NA,51684,NA,NA,NA,NA,NA,NA,NA,NA,NA,430922,"XAL3qga","2022Q2",2022,70,80,"Public","F3","Auto","P417778",43,131,131.454,0.007607224,"8.00%"
"720",719,"584067",NA,NA,48861,NA,51455,45964,237316,NA,NA,NA,NA,NA,NA,NA,NA,NA,78823,549866,248035,141987,NA,251176,298690,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-03-31","Q1",-2876,NA,19336,NA,NA,53674,NA,1401,390,NA,NA,46986,NA,NA,NA,NA,NA,NA,NA,NA,NA,407676,"XAL3qga","2022Q1",2022,73,83,"Public","F3","Auto","P417778",43,131,131.454,0.007607224,"8.00%"
"721",720,"194190P",NA,NA,7326,NA,12975,10122,16611,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,63870,32857,28839,NA,35854,28016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-06-30","Q1",-9676,NA,2051,NA,NA,-12723,NA,269,NA,NA,NA,-13599,NA,NA,NA,NA,NA,NA,NA,NA,NA,54089,"YA53plJ","2025Q1",2025,13,30,"Public","A1","Auto","P181232",40,68,152.9137,0.006539636,NA
"722",721,"194190P",NA,NA,7422,NA,12765,9122,15520,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,60447,31648,24584,NA,31096,29351,NA,NA,NA,NA,NA,NA,2875,-4320,NA,"JPY","2024-03-31","YE",-7677,NA,1781,NA,NA,-11219,NA,247,62,NA,NA,-11815,NA,NA,NA,NA,NA,NA,NA,NA,NA,51496,"YA53plJ","2024YE",2024,13,31,"Public","A1","Auto","P181232",41,300,151.353,0.006607071,"2.90%"
"723",722,"194190P",NA,NA,6378,NA,11874,8533,23478,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,67259,32733,25243,NA,31205,36054,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-12-31","Q3",-367,NA,1566,NA,NA,-3356,NA,202,NA,NA,NA,-4212,NA,NA,NA,NA,NA,NA,NA,NA,NA,51140,"YA53plJ","2024Q3",2024,13,31,"Public","A1","Auto","P181232",41,300,151.353,0.006607071,"2.90%"
"724",723,"194190P",NA,NA,7181,NA,10092,8072,23658,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172,65912,31588,22558,NA,26898,39014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-09-30","Q2",-578,NA,-117,NA,NA,-2151,NA,171,NA,NA,NA,-697,NA,NA,NA,NA,NA,NA,NA,NA,NA,51755,"YA53plJ","2024Q2",2024,11,34,"Public","A1","Auto","P181232",41,300,151.353,0.006607071,"2.90%"
