,Vlookup Supplier #,accountsPayable,accountsReceivable,bankCashBalances,bankOverdraft,debitOwnedWithinOneYear,financialAssets,fixedAssets,intangibleAssets,otherCurrentAssets,otherCurrentLiabilities,otherEquity,otherTermAssets,otherTermLiabilities,prepayments,retainedEarnings,subscribedCapital,termLoans,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalInventories,totalLiabilities,totalShareholderEquity,totalTermAssets,totalTermLiabilities,accountPayableAccrualFromCashFlow,capitalExpenditure,changeInInventoriesFromCashFlow,netChangeInCashAndCashEquivalents,netFundingCashFlow,netInvestingCashFlow,unbilledAccountsReceivableRevenueFromCashFlow,currency,financialDate,period,abnormalItems,amortization,companyTaxExpense,costOfGoodsSold,depreciation,earningsBeforeInterestAndTax,grossProfit,interestExpense,interestReceived,investmentIncome,netInvestmentIncome,netProfitAfterTax,netProfitAfterTaxAndMinorityInterests,netProfitBeforeTax,netSurplus,otherIncome,otherInvestmentExpense,otherOperatingExpense,totalOperatingExpense,totalOperatingRevenue,totalStaffCosts,salesRevenue,RRID,id,eqyYear,CHS,FHR
2097,120690,4.756767,6.369158,0.637957,,8.178835,,17.094938,0.0,,0.0,0.0,5.235941,0.0,7.009979,1.290525,24.75,0.0,38.976127,16.645248,12.935602,2.628154,12.935602,26.040525,22.330879,0.0,-1.952705,0.894057,0.377468,,,,0.179181,USD,2020-01-29,YE,0.0,,-0.005598,56.57831,2.019813,-1.344894,1.585059,0.186163,,,-0.186163,-1.525459,-1.525459,-1.531057,-1.525459,0.628827,0.0,0.0,3.55878,58.792196,1.538967,58.163369,DyVl41J,2020YE,2020,13,25
2098,120690,6.709472,6.548339,4.172299,,0.0,,17.780713,0.0,,0.869917,24.75,5.235941,1.62983,1.806525,2.75831,0.0,1.83191,38.549439,15.532785,7.579389,3.005622,11.041129,27.50831,23.016654,3.46174,-0.64856,0.578478,0.189641,,,,-1.084505,USD,2019-01-29,YE,0.0,,0.164938,61.229514,2.143265,0.795728,5.377894,0.078111,,,-0.078111,0.552679,0.552679,0.717617,0.552679,2.143504,0.0,0.0,6.72567,68.750912,4.582405,66.607408,DyVl41J,2019YE,2019,19,59
2099,120690,7.358032,5.463834,1.990271,,0.0,,19.181149,0.0,,0.808438,24.75,5.235941,1.552164,3.936155,2.75831,0.0,1.775669,39.002613,14.585523,8.16647,3.195263,11.494303,27.50831,24.41709,3.327833,0.503595,1.893348,-0.573964,,,,-0.653473,USD,2018-01-29,YE,0.0,,-0.767786,51.98583,2.210475,0.40295844,0.47768844,0.0949,,,-0.0949,1.07584444,1.07584444,0.30805844,1.07584444,3.749314,0.0,0.0,3.824044,56.21283244,1.613569,52.46351844,DyVl41J,2018YE,2018,22,52
2100,120690,7.007507,4.833222,4.211707,,0.0,,19.591941,0.0,,0.660586,24.75,5.235941,2.319164,2.343587,2.008301,0.0,2.146148,38.891706,14.063824,7.668093,2.675308,12.133405,26.758301,24.827882,4.465312,0.424313,6.003988,-0.0801262,,,,1.51171753,USD,2017-01-29,YE,0.0,,-0.036955,55.404439,2.331212,-1.075888,9.014015,0.091809,,1.686686,1.594877,0.555944,0.555944,0.518989,0.555944,,,5.400326,10.089903,64.418454,2.358365,64.418454,DyVl41J,2017YE,2017,22,51
2101,120690,7.957764,6.79257674,10.002154,,1.002033,,19.10584316,0.0,,0.822565,24.75,0.0,0.944256,2.528547,2.074245,0.0,4.13830224,41.689165,22.58332184,9.782362,3.2600441,14.86492024,26.824245,19.10584316,5.08255824,-0.190472,-0.60807236,-0.126048133,,,,-0.330812987,USD,2014-10-29,Q3,0.0,,0.009770667,56.45557377,0.255770493,0.86841188,11.80637588,0.085532,,1.319390667,1.233858667,2.09249988,2.09249988,2.102270547,2.09249988,0.255770493,,0.0,11.19373449,68.51772014,10.937964,68.26194965,DyVl41J,2015Q3,2015,28,63
2102,507755,93.47621,99.720021,44.645914,0.0,16.275,0.068482,434.156707,0.610946,0.157152,21.264604,0.0,7.956197,0.0,11.417111,-49.862512,211.0,380.125,672.278302,229.48597,131.015814,73.545772,511.140814,161.137488,442.792332,380.125,-8.820752,-34.039967,0.339726,-1.271996,-3.1975,-34.039967,16.944061,USD,2024-03-31,YE,,,39.947745,,59.516206,-8.565161,,15.505444,1.703547,0.041818,-16.995243,-65.508149,-65.508149,-25.560404,-65.508149,0.0,3.235164,655.120749,714.636955,706.071794,,706.071794,AoWlrYA,2024YE,2024,17,28
2103,507755,89.25556,116.664082,45.917909,0.0,81.1975,,459.87281,0.371082,0.155868,18.119338,0.0,45.058501,3.273918,13.089948,15.645637,61.0,468.4,736.891951,231.589558,188.572398,55.761751,660.246316,76.645637,505.302393,471.673918,15.400158,-20.557812,-2.911514,17.672587,66.995,-20.557812,-24.66746,USD,2023-03-31,YE,,,-20.863933,,59.906889,-75.376146,,12.244462,0.357434,0.672246,-11.214782,-65.726995,-65.726995,-86.590928,-65.726995,0.0,0.0,635.409991,695.31688,619.940734,,619.940734,AoWlrYA,2023YE,2023,15,18
2104,507755,92.505116,85.583177,30.226213,,77.69,,479.441735,0.250665,,19.183807,0.0,27.166582,0.65,14.279687,40.809237,25.0,457.475,713.31316,206.454178,189.378923,76.365101,647.503923,65.809237,506.858982,458.125,20.90467,0.0,-9.537386,-51.54759,0.0,0.0,12.82689,USD,2022-09-29,Q2,0.0,,-17.388766,618.240632,0.0,-87.353098,-73.391778,11.222696,,0.06024,-11.162456,-81.126788,-81.126788,-98.515554,-81.126788,,,0.0,13.96132,544.848854,13.96132,544.848854,AoWlrYA,2023Q2,2023,18,17
2105,507755,81.86661,64.610835,43.02834,,83.225,,488.9057816,0.21107838,,15.845172,0.0,21.582872,0.65,19.78486,57.395502,25.0,445.565,709.547284,198.847552,180.936782,71.423517,627.151782,82.395502,510.699732,446.215,-0.744684,0.0,0.691564,-11.02367328,0.0,0.0,109.543148,USD,2022-06-29,Q1,0.0,,-12.456092,588.181452,0.0,-97.718024,-83.553272,10.731156,,0.08457072,-10.64658528,-95.90851728,-95.90851728,-108.3646093,-95.90851728,,,0.0,14.164752,504.62818,14.164752,504.62818,AoWlrYA,2023Q1,2023,17,18
2106,507755,82.052781,91.996622,28.245322,,81.005,,499.420742,0.172228,,22.138821,0.0,18.458199,0.65,19.927213,81.372632,25.0,437.5975,729.816734,211.765565,185.196602,71.596408,623.444102,106.372632,518.051169,438.2475,-48.853622,0.0,41.189318,-119.416937,0.0,0.0,-7.429413,USD,2022-03-29,YE,0.0,,-24.727433,594.001455,0.0,-102.040121,-90.205095,9.421481,,0.203277,-9.218204,-86.530892,-86.530892,-111.258325,-86.530892,,,0.0,11.835026,503.79636,11.835026,503.79636,AoWlrYA,2022YE,2022,17,17
2107,507755,66.806622,58.72528,35.412606,,108.231,,507.848262,0.142947,,10.066026,0.0,13.035217,0.65,22.006186,106.872342,25.0,397.684,715.30999,194.283564,185.103648,78.139492,583.437648,131.872342,521.026426,398.334,-85.46637467,0.0,46.19497867,-128.7825281,0.0,0.0,34.45590533,USD,2021-12-29,Q3,0.0,,-26.28177067,563.901988,0.0,-98.74205597,-86.9239933,9.140373333,,0.225749267,-8.914624066,-81.37490937,-81.37490937,-107.65668,-81.37490937,,,0.0,11.81806267,476.9779947,11.81806267,476.9779947,AoWlrYA,2022Q3,2022,17,17
2108,507755,66.468467,56.945389,14.564695,,97.3645,,517.365806,0.124243,,24.688524,0.0,2.001759,0.65,21.89716,125.42483,25.0,371.488,711.084321,191.592513,188.521491,98.185269,560.659491,150.42483,519.491808,372.138,-257.751744,0.0,58.401828,-327.6277042,0.0,0.0,110.48728,USD,2021-06-29,Q2,0.0,,-34.69828,1067.943508,0.0,-187.639904,-165.272464,17.64164,,0.6684838,-16.9731562,-169.9147802,-169.9147802,-204.6130602,-169.9147802,,,0.0,22.36744,902.671044,22.36744,902.671044,AoWlrYA,2022Q2,2022,16,20
2109,507755,99.55751,61.015789,19.111956,,79.118,,523.433741,0.12407,,20.526645,0.0,0.050482,7.032665,20.002768,150.553417,25.0,353.672,735.460237,211.851944,199.202155,111.721431,559.90682,175.553417,523.608293,360.704665,-125.395572,0.0,4.25718,,,,94.20568,USD,2021-06-29,Q1,0.0,,-1.392508,489.500736,0.0,-63.157544,-51.598644,8.398364,,0.762972,-7.635392,-69.400428,-69.400428,-70.792936,-69.400428,,,0.0,11.5589,437.902092,11.5589,437.902092,AoWlrYA,2022Q1,2022,16,20
2110,507755,130.906403,84.567209,26.869883,,60.2015,,530.037032,0.129324,,40.309383,0.0,0.050482,7.380793,20.305447,167.903524,25.0,343.0435,774.745103,244.528265,231.417286,112.785726,581.841579,192.903524,530.216838,350.424293,-6.730273,0.0,-0.483423,,,,-32.201993,USD,2021-03-29,YE,0.0,,-11.913296,411.458839,0.0,20.750177,29.546933,6.338453,,,-6.34281782,26.32065518,26.32065518,14.40735918,26.32065518,,0.00436482,0.0,8.796756,441.005772,8.796756,441.005772,AoWlrYA,2021YE,2021,31,32
2111,507755,163.196376,74.191534,18.189158,,46.745,,510.404113,0.114204,,34.877356,0.0,0.049482,18.002562,31.476012,135.484037,25.0,343.915,767.220331,256.652532,244.818732,132.795828,606.736294,160.484037,510.567799,361.917562,34.0796,0.0,-27.3247,,,,-29.10175733,USD,2020-12-29,Q3,0.0,,-14.926756,403.6075333,0.0,-16.44935993,-7.8806626,6.599996,,,-6.609170667,-8.1317746,-8.1317746,-23.0585306,-8.1317746,,0.009174667,0.0,8.568697333,395.7268707,8.568697333,395.7268707,AoWlrYA,2021Q3,2021,16,24
2112,509227,4.940997,6.578725,0.329891,,6.823988,0.028271,6.128103,,0.480345,1.312358,2.936638,0.0,0.234189,0.088243,,0.0,0.0,16.24817,10.091796,13.077343,2.614592,13.311532,2.936638,6.156374,0.234189,0.301732,-0.468932,0.408863,0.076892,-2.6,-0.383637,0.066073,USD,2024-03-31,YE,,,0.001305,54.360232,0.720647,0.224106,3.391131,0.45037,0.091551,0.053821,-0.304998,-0.082197,-0.082197,-0.080892,-0.082197,0.0,0.0,2.446378,3.167025,57.751363,,57.751363,a9V2zLA,2024YE,2024,22,24
2113,509227,4.445868,5.846497,0.203139,,8.9,,6.358882,,1.958419,1.157403,2.767359,0.0,0.298567,0.240819,,0.0,0.0,17.569198,11.210316,14.503271,2.961442,14.801838,2.767359,6.358882,0.298567,-0.316677,-0.125609,0.062013,-0.04986,-0.5,-0.125609,0.7983,USD,2023-06-30,Q1,,,0.0,48.50519475,0.76498775,-0.555623,2.949218,0.40544825,0.00041625,1.8083155,1.315397,0.759774,0.759774,0.759774,0.759774,0.0,0.08788675,2.73985275,3.504841,51.454412,,51.45441225,a9V2zLA,2024Q1,2024,26,21
2114,509227,4.762546,6.644797,0.252999,0.0,9.401614,,6.404941,,1.955501,0.959135,3.018834,0.0,0.320946,0.181382,,0.0,0.0,18.463075,12.058134,15.123295,3.023455,15.444241,3.018834,6.404941,0.320946,1.34476,-0.468942,0.617909,-0.419826,-1.1,-0.449568,-1.189055,USD,2023-03-31,YE,,,0.0,46.778441,0.791093,-0.602856,2.937338,-0.348395,0.000471,1.602323,1.951189,1.348333,1.348333,1.348333,1.348333,0.0,0.0,2.749101,3.540194,49.715779,,49.715779,a9V2zLA,2023YE,2023,32,22
2115,509227,3.522144,5.455743,0.672825,,10.5,,6.813865,0.0,,0.991428,0.0,0.407035,0.406119,0.099361,-17.383499,19.054,0.0,17.090192,9.869292,15.013572,3.641363,15.419691,1.670501,7.2209,0.406119,-1.727433,-0.421033,0.463123,0.457137,0.7,-0.355057,0.895519,USD,2022-03-31,YE,0.0,,0.0,41.019591,0.886853,-2.581365,2.432491,0.104881,,2.915409,2.810528,0.229163,0.229163,0.229163,0.229163,0.886853,,0.0,5.900709,44.338935,5.013856,43.452082,a9V2zLA,2022YE,2022,15,21
2116,509227,3.335863,4.820863,0.245582,,11.85,,7.055586,0.0,,1.578658,0.0,0.407035,0.0,0.233995,-19.040117,19.054,0.0,16.778404,9.315783,16.764521,4.015343,16.764521,0.013883,7.462621,0.0,-2.551618667,-0.551850667,0.118857333,-0.477372,0.0,-0.49496,2.040532,USD,2021-12-29,Q3,0.0,,0.0,40.616792,2.445533333,-3.009668,1.946904,0.098237333,,1.204632,1.106394667,-1.903273333,-1.903273333,-1.903273333,-1.903273333,2.445533333,,0.0,7.402105333,45.00922933,4.956572,42.563696,a9V2zLA,2022Q3,2022,13,17
2117,509227,3.602343,3.616884,0.193282,,9.6,,7.261558,0.0,,2.391086,0.0,0.399309,0.137658,0.295813,-18.763253,19.054,0.0,16.021834,8.360967,15.593429,4.254988,15.731087,0.290747,7.660867,0.137658,-3.294468,-0.800308,-0.301004,1.06158,0.0,-0.716308,5.468756,USD,2021-09-29,Q2,0.0,,0.0,40.270378,0.90323,-3.338268,1.768248,0.092664,,1.12975,1.037086,-2.301182,-2.301182,-2.301182,-2.301182,0.90323,,0.0,6.009746,42.941856,5.106516,42.038626,a9V2zLA,2022Q2,2022,14,18
2118,509227,3.617035,4.641323,0.194588,,9.15,,7.277911,0.0,,2.313917,0.0,0.314248,0.137658,0.352049,-17.702524,19.054,0.0,16.570086,8.977927,15.080952,3.789967,15.21861,1.351476,7.592159,0.137658,-6.530168,-0.773632,1.258076,3.540136,0.0,-0.653632,6.839756,USD,2021-06-29,Q1,0.0,,0.0,41.01798,0.914056,-1.43634,3.690056,0.09726,,1.174156,1.076896,-0.359444,-0.359444,-0.359444,-0.359444,0.914056,,0.0,6.040452,45.622092,5.126396,44.708036,a9V2zLA,2022Q1,2022,13,25
2119,509227,5.249577,6.351262,0.215688,,11.371318,,7.313019,0.0,,0.0,0.0,0.088113,0.137658,0.127323,-17.612662,19.054,0.0,18.199891,10.798759,16.620895,4.104486,16.758553,1.441338,7.401132,0.137658,1.078771,0.077796,-0.704714,,,,1.064279,USD,2021-03-29,YE,0.0,,-0.181185,45.8422,0.928769,-2.173768,3.54807,0.11883,,1.092265,0.973435,-1.019148,-1.019148,-1.200333,-1.019148,0.928769,,0.0,6.650607,50.319039,5.721838,49.39027,a9V2zLA,2021YE,2021,13,19
2120,509227,3.877043,5.729831,0.194108,,11.513323,,7.472326,0.0,,0.0,0.0,0.0,0.0,0.152618,-17.899394,19.054,0.0,16.544972,9.072646,15.390366,2.996089,15.390366,1.154606,7.472326,0.0,-0.391684,0.0,0.538244,,,,2.247613333,USD,2020-12-29,Q3,0.0,,0.0,44.792376,0.932857333,-2.619344003,3.10376533,0.126930667,,1.005101333,0.878170666,-1.741173337,-1.741173337,-1.741173337,-1.741173337,0.932857333,,0.0,6.655966666,48.82899866,5.723109333,47.89614133,a9V2zLA,2021Q3,2021,13,18
2121,509227,4.75901,7.347283,0.299062,,11.2,,7.703969,0.0,,1.821107,0.0,0.0,0.0,0.649926,-17.618582,19.054,0.0,19.215535,11.511566,17.780117,3.215295,17.780117,1.435418,7.703969,0.0,1.176408,0.0,0.368954,,,,0.136516,USD,2020-09-29,Q2,0.0,,0.0,39.758038,0.936,-2.923448,2.810976,0.137186,,1.010498,0.873312,-2.050136,-2.050136,-2.050136,-2.050136,0.936,,0.0,6.670424,43.505014,5.734424,42.569014,a9V2zLA,2021Q2,2021,13,19
2122,514549,10.468974,16.254535,1.95879,0.0,17.685847,,40.755327,,6.033395,3.984955,13.586753,1.230611,23.341338,,-14.149115,13.502206,11.641446,80.062404,38.076466,32.139776,13.829746,67.12256,12.939844,41.985938,34.982784,-2.734103,-5.369846,2.10238,,,,1.77522,USD,2023-12-31,YE,,,0.478322,131.883653,6.533385,11.766438,22.613455,3.641565,,,-7.290403,3.997713,3.997713,4.476035,3.997713,0.0,3.648838,4.313632,10.847017,154.497108,,154.497108,A5n1zgD,2023YE,2023,71,56
2123,514549,13.203077,18.029755,1.479937,0.0,20.9619,,40.151206,,6.034026,3.971046,11.579902,1.664949,24.116931,,-15.977512,13.502206,11.934449,83.291999,41.475844,38.136023,15.932126,74.187403,9.104596,41.816155,36.05138,2.067261,-11.003137,-0.967253,,,,-2.616214,USD,2022-12-31,YE,,,0.095999,116.462886,6.718239,7.405398,16.280033,1.532986,,0.577941,-4.393067,2.916332,2.916332,3.012331,2.916332,0.0,3.438022,2.156396,8.874635,132.742919,,132.742919,A5n1zgD,2022YE,2022,59,42
2124,514549,12.191397,21.30612,1.084908,,22.567931,,38.257271,0.0,,5.839994,12.697791,0.0199,23.540985,8.331939,-22.039328,13.502206,15.18159,83.482566,45.205395,40.599322,14.482428,79.321897,4.160669,38.277171,38.722575,1.407441333,-2.390504,0.64326,-4.650718667,3.521442667,-2.373626667,-7.856772,USD,2022-09-29,Q3,0.0,,0.197093333,116.7969747,6.849228,5.601401267,14.3386946,3.973765333,,,-8.274802666,-2.870494732,-2.870494732,-2.673401399,-2.870494732,6.849228,4.301037333,0.0,15.58652133,137.9848973,8.737293333,131.1356693,A5n1zgD,2022Q3,2022,36,23
2125,514549,11.230061,16.809357,1.703043,,19.155714,,39.085404,0.0,,5.012705,12.072608,0.0199,24.242562,6.77553,-21.833743,13.502238,15.620642,79.002787,39.897483,35.39848,14.609553,75.261684,3.741103,39.105304,39.863204,0.18849,-1.804008,0.71064,-5.720494,-0.48442,-1.64413,-2.791632,USD,2022-06-29,Q2,0.0,,0.208382,113.901396,6.827712,3.483194,11.668766,3.864248,,,-7.835492,-4.56068,-4.56068,-4.352298,-4.56068,6.827712,3.971244,0.0,15.013284,132.397874,8.185572,125.570162,A5n1zgD,2022Q2,2022,29,21
2126,514549,12.544272,17.961914,4.331702,,22.878184,,40.431477,0.0,,4.982262,11.389663,0.0199,25.107751,7.863956,-20.905195,13.502238,16.037746,85.536921,45.085544,40.404718,14.927972,81.550215,3.986706,40.451377,41.145497,5.633824,-2.000944,0.147604,-1.617572,13.074428,-1.83268,-10.193492,USD,2022-03-29,Q1,0.0,,0.194548,114.407612,6.804996,2.64438,11.321132,3.67028,,,-7.268456,-4.818624,-4.818624,-4.624076,-4.818624,6.804996,3.598176,0.0,15.481748,132.53374,8.676752,125.728744,A5n1zgD,2022Q1,2022,26,21
2127,514549,11.135816,15.413541,4.572371,,18.936817,,41.677196,0.0,,4.892984,11.592479,0.0199,25.566964,5.452441,-20.023038,13.502238,16.496062,82.100322,40.403226,34.965617,14.964873,77.028643,5.071679,41.697096,42.063026,-2.829602,-4.019344,-1.392947,-5.755929,-13.696502,-2.797182,2.859488,USD,2021-12-29,YE,0.0,,0.236404,107.284652,6.765202,0.190817,10.088933,0.526308,,16.419332,15.893024,15.847437,15.847437,16.083841,15.847437,6.765202,,0.0,16.663318,124.138787,9.898116,117.373585,A5n1zgD,2021YE,2021,38,33
2128,514549,9.592458,13.20173,4.263365,,16.870071,,42.639974,0.000154,,9.571661,10.190718,0.027505,26.004498,6.496937,-20.348277,13.502238,16.39121,81.774577,39.106944,36.03419,15.144912,78.429898,3.344679,42.667633,42.395708,-5.830613333,-4.112674667,-2.097314667,-0.25858,-23.56910133,-2.810006667,6.761732,USD,2021-09-29,Q3,0.0,,0.273252,108.2732573,6.816996,0.91296803,11.3293467,4.915528,,26.04406667,21.12853867,21.7682547,21.7682547,22.0415067,21.7682547,6.816996,,0.0,17.23337467,126.4196,10.41637867,119.602604,A5n1zgD,2021Q3,2021,41,42
2129,514549,12.477213,19.304861,17.016544,,21.218696,,43.894864,0.001257,,9.511671,10.147531,0.027505,26.843902,8.08368,-9.291194,14.149238,16.564425,101.621482,57.697856,43.20758,13.292771,86.615907,15.005575,43.923626,43.408327,-2.97641,-5.134742,0.55831,25.118492,-6.802208,-3.335124,-2.063664,USD,2021-06-29,Q2,0.0,,0.160938,110.235046,6.83583,3.195856,14.342188,5.700768,,39.774318,34.07355,37.108468,37.108468,37.269406,37.108468,6.83583,,0.0,17.982162,131.413064,11.146332,124.577234,A5n1zgD,2021Q2,2021,41,54
2130,514549,12.764054,17.774629,17.740915,,18.918696,,44.301025,0.0,,8.464998,17.57241298,0.315505,27.473131,8.701349,-13.715736,4.426776,24.826334,100.730666,56.114136,40.147748,11.897243,92.447213,8.28345298,44.61653,52.299465,-4.805456,5.026264,6.698732,,,,1.9936,USD,2021-03-29,Q1,0.0,,0.0528,109.921196,6.947824,2.69206,15.493356,5.660572,,48.348708,42.688136,45.327396,45.327396,45.380196,45.327396,6.947824,,0.0,19.74912,132.362376,12.801296,125.414552,A5n1zgD,2021Q1,2021,42,60
2131,514549,13.965418,18.273029,4.457299,,15.454196,,45.645216,0.712935,,9.948662,17.701356,0.315506,25.78037176,9.851639,-19.679394,4.469276,25.187664,92.82755,46.153893,39.368276,13.571926,90.33631176,2.491238,46.673657,50.96803576,1.125685,5.05641,6.227764,,,,-0.799028,USD,2020-12-29,YE,0.0,,0.052565,105.018625,6.958225,0.534978,15.384513,6.807003,,,-10.657215,-10.174802,-10.174802,-10.122237,-10.174802,6.958225,3.850212,0.0,21.80776,127.361363,14.849535,120.403138,A5n1zgD,2020YE,2020,20,22
2132,515604,157.526114,,78.908556,0.0,735.092005,,373.234251,6.413957,313.265418,38.920824,0.0,236.702992,48.791458,,-737.348075,930.537622,0.0,1237.846269,621.495069,995.865265,229.321095,1044.656723,193.189547,616.3512,48.791458,-23.505353,-12.601111,11.63103,49.130046,26.684389,-12.350273,26.85278,MXN,2024-06-30,Q2,,,15.3963105,1678.082016,73.5759755,-74.208887,144.445071,64.473113,,81.407174,-38.72844,-128.333637,-128.333637,-112.937327,-128.333637,0.0,55.662501,145.077982,218.653958,1822.527087,,1822.527087,JOw2llJ,2024Q2,2024,21,17
2133,515604,140.166997,68.8233443,29.77851014,0.0,1300.7995,,396.5475464,7.79173352,268.1544613,399.9562444,0.0,510.9979436,13.749617,5.24372648,-722.1759153,242.057622,0.0,1528.28939,612.952167,1994.658067,240.9521247,2008.407684,-480.118293,915.337224,13.749617,-0.50596106,,40.6396495,-50.67399748,391.9806783,-14.27232625,-31.02377854,MXN,2023-12-31,YE,,,49.67372707,1711.43663,77.71159948,-212.242471,0.77025,64.06742827,,162.8143482,98.74692,-163.169278,-163.169278,-113.495551,-163.169278,0.0,0.0,135.3011217,213.012721,1712.20688,,1712.20688,JOw2llJ,2023YE,2023,21,13
2134,515604,143.8359125,4.59331346,51.18725922,0.0,1096.97435,,418.2271376,8.6796424,254.4687518,22.27976858,0.0,261.7605456,177.0047369,8.10574911,-611.6220556,242.057622,0.0,1229.95038,541.283054,1422.510076,222.9279804,1599.514813,-369.564434,688.667326,177.004737,5.86980434,-11.21676667,58.66379376,-29.2652479,337.5853137,-10.60275729,0.93287034,MXN,2023-06-30,Q2,,,-62.82552328,1574.801521,52.36243982,-407.995135,-75.141601,45.24456448,,194.0167159,148.772151,-196.397461,-196.397461,-259.222984,-196.397461,0.0,0.0,280.4910949,332.853535,1499.65992,,1499.65992,JOw2llJ,2023Q2,2023,20,13
2135,515604,90.42278,5.526184,80.452507,,745.41775,,459.98682,10.078209,190.733113,366.701138,0.0,285.475809,10.831436,7.231863,-521.584447,242.057622,387.23,1321.076279,565.535441,1202.541668,281.591774,1600.603104,-279.526825,755.540838,398.061436,,,,,,,,MXN,2022-12-31,YE,,,-198.812628,888.957922,,-626.528371,505.081556,24.399152,,58.190961,33.791809,-393.923934,-393.923934,-592.736562,-393.923934,0.0,0.0,1131.609927,1131.609927,1394.039478,,1394.039478,JOw2llJ,2022YE,2022,21,13
2136,515604,27.079129,14.89063803,7.58378741,,23.3624649,,22.3242811,0.189354546,,4.513837198,0.0,3.341231004,0.118134975,6.756258403,-7.430637267,12.94806612,10.318422,70.90941692,45.05455027,54.9554311,15.82386643,65.39198807,5.517428853,25.85486665,10.43655698,13.48578616,1.638039851,-1.677150526,,,,-9.279812753,MXN,2017-09-29,Q3,0.0,,0.0,79.08138758,3.624794624,-2.808808916,22.85025532,0.685351316,,6.963605994,6.278254678,3.469445762,3.469445762,3.469445762,3.469445762,,,0.180534622,25.65906424,101.9316429,21.85373499,101.9316429,JOw2llJ,2017Q3,2017,26,34
2137,515604,23.91333986,14.88437299,8.174794854,,23.14421889,,22.5802255,0.218893464,,5.856293734,0.0,1.282049373,0.119006253,6.809301271,-7.342377919,12.94806612,10.99350397,69.63205089,45.55088256,52.91385248,15.68241344,64.02636271,5.605688201,24.08116834,11.11251022,13.89710096,2.457059777,-2.232819825,,,,-13.90718906,MXN,2017-06-29,Q2,0.0,,0.0,78.31013433,5.35418032,-0.338503231,27.20703037,0.687528374,,10.52482581,9.837297436,9.498794205,9.498794205,9.498794205,9.498794205,1.418003049,,0.0,28.96353665,106.9351677,23.60935633,105.5171647,JOw2llJ,2017Q2,2017,33,42
2138,515604,15.30823,7.156362399,6.429262556,,21.64396283,,21.8773311,0.212947074,,4.630581972,0.0,3.052851309,0.108491179,6.438186654,-8.828737541,11.68372738,13.76436346,58.31061928,33.1674898,41.5827748,13.14367819,55.45562944,2.854989839,25.14312948,13.87285464,2.079847955,-9.217057617,0.621801279,,,,0.129391722,MXN,2016-12-29,YE,0.0,,-0.655343502,67.22948401,2.41568056,-1.066749075,14.125391,0.323480874,,,-0.323480874,-0.734886447,-0.734886447,-1.390229949,-0.734886447,,,2.908136889,15.19214008,81.35487501,9.868322626,81.35487501,JOw2llJ,2016YE,2016,22,25
2139,515604,16.49399716,9.627190603,2.607650908,,6.048591611,,11.242888,9.660070575,,5.417422509,0.0,0.0,0.128336782,1.396938049,-13.50086912,14.07270847,16.86970634,45.52989375,24.62693517,27.96001128,10.99515561,44.9580544,0.57183935,20.90295858,16.99804312,0.230560619,3.636783001,-2.142484487,,,,-3.492512668,MXN,2015-12-29,YE,0.0,,0.0,39.47911596,1.538575914,2.546735507,9.2982929,0.192356559,,,-6.334078835,-3.787343328,-3.787343328,-3.787343328,-3.787343328,1.538575914,6.141722276,0.0,8.290133307,50.31598477,6.751557393,48.77740886,JOw2llJ,2015YE,2015,41,31
2140,519217,,,3.56377435,0.0,0.0,1.37840091,1.51420044,,2.35315268,1.1174219,0.0,0.000329,0.0,,13.65135548,0.6541,0.0,15.441061,12.548131,1.117422,6.631204,1.135606,14.305455,2.89293,0.018184,,,,,,,,USD,2024-06-30,Q2,,,0.696288,20.71890394,0.086061,3.123449,5.340344,3.19e-05,0.00098659,0.04013,0.041085,2.468246,2.468246,3.164534,2.468246,0.0,0.0,2.13083381,2.216895,26.059248,,26.05924771,Dmwl15a,2024Q2,2024,58,83
2141,519217,,,5.78787825,0.0,0.0,1.37840091,1.51984844,,1.92281799,0.76273606,0.0,0.000329,0.0,,12.25855192,0.6541,0.0,13.698443,10.799865,0.762736,3.08916839,0.785791,12.912652,2.898578,0.023055,,,,,,,,USD,2023-12-31,YE,,,0.93686685,18.04708144,0.087241,4.272401,6.343591,3.19e-05,0.00035607,0.04013,0.040454,3.375988,3.375988,4.312855,3.375988,0.0,0.0,1.98394945,2.07119,24.390673,,24.39067253,Dmwl15a,2023YE,2023,66,90
2142,519217,2.95070372,1.60686998,2.9979698,0.0,0.0,1.45157105,1.51045731,,0.00975373,0.08797151,0.0,0.000329,0.0,,8.84939876,0.6541,0.0,12.597481,9.635124,3.038675,5.0205306,3.093983,9.503499,2.962357,0.055307,,,,,,,,USD,2022-12-31,YE,,,0.195476,14.64194124,0.088264,0.869317,2.5748,,0.00018607,0.000495,0.000681,0.674522,0.674522,0.869998,0.674522,0.0,0.0,1.6172197,1.705484,17.216741,,17.21674147,Dmwl15a,2022YE,2022,53,69
